URL	MobileURL	Date	Title	Relevant
http://m.lasvegassun.com/news/2017/nov/07/henderson-boy-14-killed-father-had-own-apartment/		11/8/17 7:45	"Henderson boy , 14 , killed by father had his own apartment"	F
http://news3lv.com/news/local/police-report-henderson-father-says-he-shot-and-killed-teen-son-accidentally		11/7/17 2:45	Police report : Henderson father says he shot and killed teen son  accidentally  	F
https://lasvegassun.com/news/2017/nov/07/henderson-boy-14-killed-father-had-own-apartment/		11/8/17 7:00	"Henderson boy , 14 , killed by father had his own apartment"	F
http://www.palmbeachpost.com/news/crime--law/boy-accused-having-gun-west-palm-middle-school-won-held/cVinPUuo3qIZPDTifhNsRN/	http://www.palmbeachpost.com/news/crime--law/boy-accused-having-gun-west-palm-middle-school-won-held/cVinPUuo3qIZPDTifhNsRN/amp.html	11/3/17 3:30	Boy who brought gun to middle school released to home detention	F
http://www.walb.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 7:30	Father accused of killing son for being gay	F
http://www.wbrc.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 7:30	Father accused of killing son for being gay - WBRC FOX6 News	F
http://www.wbtv.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 7:45	Father accused of killing son for being gay - 	F
http://www.tucsonnewsnow.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 7:45	Father accused of killing son for being gay	F
http://www.msnewsnow.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 7:45	Father accused of killing son for being gay - MSNewsNow . com	F
http://www.wflx.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 7:45	Father accused of killing son for being gay	F
http://www.kswo.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 7:45	"Father accused of killing son for being gay - KSWO , Lawton , OK - Wichita Falls , TX : News , Weather , Sports . ABC , 24 / 7 , Telemundo"	F
http://www.wtoc.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 7:45	Father accused of killing son for being gay	F
http://www.ktre.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 8:15	Father accused of killing son for being gay - KTRE . com	F
http://www.14news.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 8:15	Father accused of killing son for being gay	F
http://www.WAFB.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 8:15	Father accused of killing son for being gay	F
http://www.wtvm.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 8:15	Father accused of killing son for being gay	F
http://www.nbc12.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 8:00	Father accused of killing son for being gay - NBC12 - WWBT	F
http://www.wistv.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 8:00	Father accused of killing son for being gay - wistv . com	F
http://www.newswest9.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 8:00	"Father accused of killing son for being gay - KWES NewsWest 9 / Midland , Odessa , Big Spring , TX : newswest9 . com"	F
http://www.newschannel6now.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 11:45	Father accused of killing son for being gay - KAUZ - TV : Newschannel 6 Now	F
http://www.cleveland19.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 11:00	Father accused of killing son for being gay	F
http://www.live5news.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 11:30	"Father accused of killing son for being gay - Live5News . com | Charleston , SC"	F
http://www.kfvs12.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 10:45	Father accused of killing son for being gay	F
http://www.kait8.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 9:15	"Father accused of killing son for being gay - KAIT Jonesboro , AR"	F
http://www.kplctv.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 10:30	Father accused of killing son for being gay	F
http://www.ksla.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 9:00	Father accused of killing son for being gay	F
http://www.WLOX.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 9:00	Father accused of killing son for being gay - WLOX . com	F
http://www.wdam.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 8:45	Father accused of killing son for being gay	F
http://www.wmcactionnews5.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 10:15	Father accused of killing son for being gay - WMC Action News 5	F
http://www.fox8live.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 13:30	Father accused of killing son for being gay	F
http://www.fox19.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 10:30	Father accused of killing son for being gay	F
http://www.hawaiinewsnow.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 13:45	Father accused of killing son for being gay - Hawaii News Now	F
http://www.newschannel10.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 14:00	Father accused of killing son for being gay - KFDA	F
http://www.wtol.com/story/36779458/father-accused-of-killing-son-for-being-gay		11/7/17 9:45	Father accused of killing son for being gay	F
https://www.wwaytv3.com/2017/11/07/father-accused-of-killing-son-for-being-gay/		11/7/17 21:00	"Father accused of killing son for being gay , police say"	F
http://kfdm.com/news/local/balloon-release-for-young-boy-killed-by-accidental-gun-fire		11/11/17 4:00	Balloon release for young boy killed by accidental gun fire	F
http://www.unionrecorder.com/news/update-gun-discharges-in-third-grader-s-book-bag/article_12323ddc-c65b-11e7-a275-f77a9d106f20.html		11/10/17 23:45	UPDATE : Gun discharges in third - grader book bag | News	T
http://www.unionrecorder.com/news/ga_fl_news/gun-discharges-in-third-grader-s-book-bag/article_b795781f-87fa-56c5-bb7c-67c899f32e80.html		11/11/17 4:00	Gun discharges in third - grader book bag | Ga Fl News	T
http://www.suwanneedemocrat.com/news/ga_fl_news/gun-discharges-in-third-grader-s-book-bag/article_adc7b985-5d86-5420-b9f0-729f06ba4c96.html		11/11/17 5:00	Gun discharges in third - grader book bag | Ga Fl News	T
http://www.timesenterprise.com/news/ga_fl_news/gun-discharges-in-third-grader-s-book-bag/article_dc76a1d1-7d6e-57b6-ba97-dcf03598bb39.html		11/11/17 1:45	Gun discharges in third - grader book bag | Ga Fl News	T
http://www.moultrieobserver.com/news/ga_fl_news/gun-discharges-in-third-grader-s-book-bag/article_4f43ded2-b94c-5831-938e-4b39d4642a87.html		11/11/17 1:45	Gun discharges in third - grader book bag | Ga Fl News	T
http://www.tiftongazette.com/news/ga_fl_news/gun-discharges-in-third-grader-s-book-bag/article_c5b76e04-774a-585e-8e36-dd65b8e74443.html		11/11/17 1:30	Gun discharges in third - grader book bag | Ga Fl News	T
http://www.valdostadailytimes.com/news/ga_fl_news/gun-discharges-in-third-grader-s-book-bag/article_e088eb78-c678-11e7-a964-f35f98a8b7ca.html		11/11/17 3:00	Gun discharges in third - grader book bag | Ga Fl News	T
http://kfoxtv.com/news/local/gun-owners-urged-to-practice-good-gun-safety		11/10/17 23:45	Gun owners urged to practice good gun safety	F
